event_type,failure_reason,amount,historical_action,ml_action,historical_net_value,ml_expected_net_value,ml_true_net_value,oracle_net_value
payment_failure,technical_failure,818.93,retry,reminder,599.4430866446739,255.10479179036668,553.7909067803866,599.4430866446739
payment_failure,expired_card,2507.69,reminder,reminder,1840.715309223625,784.4681699317343,1840.715309223625,1982.3810068700884
checkout_abandonment,unknown,100.0,payment_update,retry,-1.0,2.916495192152624,62.47299898837652,65.8745326881721
subscription_failure,insufficient_funds,2148.92,no_action,personalized_offer,0.0,410.82936141260393,1633.9622375719068,1725.8933881678588
payment_failure,insufficient_funds,1885.86,no_action,reminder,0.0,439.5982370359029,1357.6542343720726,1399.699852201077
payment_failure,unknown,278.57,reminder,reminder,167.0030783480548,62.036842233284744,167.0030783480548,167.0030783480548
subscription_failure,expired_card,790.05,no_action,payment_update,0.0,230.8804235845565,531.2288380757311,531.2288380757311
checkout_abandonment,expired_card,802.36,retry,payment_update,-2.0,201.97214056980067,532.7903631837621,532.7903631837621
overdue_invoice,authentication_failure,901.68,retry,reminder,579.3621069020787,182.86829122403688,583.4628361558932,621.753341316152
payment_failure,technical_failure,2101.32,reminder,payment_update,1121.105901751922,168.3233490990168,1092.119530607267,1225.655566421219
payment_failure,unknown,100.0,no_action,retry,62.63670122254344,12.832193040777192,75.12790365247695,80.73417826632141
payment_failure,bank_decline,1037.08,payment_update,payment_update,-1.0,296.16126199314203,623.9506271765617,623.9506271765617
checkout_abandonment,unknown,1746.33,retry,payment_update,1215.001998073041,713.8901437640677,1071.011426381031,1215.001998073041
overdue_invoice,expired_card,4733.87,retry,personalized_offer,3375.3778116594285,900.9502114854441,3110.1458285762396,3606.297686561089
overdue_invoice,bank_decline,367.85,no_action,retry,182.85310335895224,41.22451915701812,221.49661108249384,248.2918688858949
payment_failure,insufficient_funds,5486.82,retry,reminder,3510.3024977791624,1116.0269748719588,3485.592539562062,3761.225575730286
payment_failure,bank_decline,3938.77,retry,personalized_offer,-2.0,809.294155603714,2771.0546714994894,2935.79720460634
subscription_failure,technical_failure,6864.95,retry,personalized_offer,-2.0,2252.4429093050494,3743.0539361599094,4385.835891609928
payment_failure,technical_failure,1170.0,reminder,retry,945.74385788389,278.89186716887497,874.291738491297,945.74385788389
payment_failure,bank_decline,468.19,no_action,reminder,247.3533197066954,133.8993727776073,333.3046614529197,333.3046614529197
payment_failure,expired_card,445.36,personalized_offer,reminder,339.872110465595,124.06827657195291,307.32541818908504,381.83107122815306
checkout_abandonment,expired_card,1973.57,personalized_offer,payment_update,1364.2894473744132,591.1311416858646,1574.0516404427813,1574.0516404427813
overdue_invoice,expired_card,3485.65,reminder,personalized_offer,-1.0,494.6826773885346,2185.8266794558635,2809.777310717318
checkout_abandonment,bank_decline,1305.8,reminder,payment_update,645.7092105396993,313.0822001087501,697.6790812857699,697.6790812857699
payment_failure,insufficient_funds,747.38,personalized_offer,payment_update,573.7181309524933,160.40066848993166,569.2744549468665,573.7181309524933
overdue_invoice,insufficient_funds,1734.75,payment_update,reminder,1191.8541091353911,399.9549832467826,1248.3662343057854,1248.3662343057854
checkout_abandonment,bank_decline,792.77,retry,personalized_offer,520.5398293898041,161.48110502370145,499.38263006660884,547.119418379808
checkout_abandonment,authentication_failure,11304.74,payment_update,personalized_offer,8798.174031701148,2332.816933510136,8193.900347333392,8799.899457336152
subscription_failure,insufficient_funds,4330.0,reminder,retry,-1.0,936.9193817834332,2140.406569551897,2414.0417545712025
checkout_abandonment,insufficient_funds,820.3,retry,personalized_offer,-2.0,236.033745632274,463.8471388485649,463.8471388485649
overdue_invoice,authentication_failure,2176.36,reminder,reminder,1519.1621032186372,435.5049592018638,1519.1621032186372,1519.1621032186372
checkout_abandonment,bank_decline,15094.83,personalized_offer,payment_update,9770.688955286529,2120.788515656316,11251.047084447777,11776.442336213411
checkout_abandonment,bank_decline,4837.28,retry,reminder,3088.393665690985,572.8106464970926,3258.441083563508,3258.441083563508
payment_failure,unknown,4131.18,no_action,reminder,0.0,956.0777451289223,3049.5522771975966,3049.5522771975966
payment_failure,bank_decline,378.46,retry,retry,268.0236935253348,55.4628806122262,268.0236935253348,294.7222166131568
payment_failure,bank_decline,2219.28,no_action,reminder,0.0,626.0394279104712,1697.025017361183,1697.025017361183
checkout_abandonment,expired_card,706.44,no_action,personalized_offer,380.8822616568038,189.06028124161782,492.3762248289957,556.95494901769
overdue_invoice,expired_card,293.63,payment_update,payment_update,199.25847033438865,53.43011657522345,199.25847033438865,199.25847033438865
subscription_failure,authentication_failure,951.58,reminder,retry,570.744809026068,150.4351512751271,608.0667830713425,683.6946663169243
payment_failure,authentication_failure,7190.03,reminder,personalized_offer,-1.0,1160.4098841141035,5309.842022133914,5644.774313202969
subscription_failure,expired_card,1080.31,reminder,payment_update,892.4623761958958,187.55263078106418,898.6480349546875,898.6480349546875
overdue_invoice,expired_card,995.26,payment_update,payment_update,755.0019822656333,187.71884808783744,755.0019822656333,755.0019822656333
overdue_invoice,expired_card,1898.74,no_action,payment_update,0.0,457.197144279029,1455.6332010633205,1455.6332010633205
payment_failure,authentication_failure,969.06,retry,personalized_offer,417.5560254468384,163.1750495271193,469.1051704532334,501.8667568212125
payment_failure,unknown,4617.37,reminder,retry,2082.140625992332,564.7812057063356,2154.67470937644,2404.90353860703
payment_failure,bank_decline,436.95,retry,personalized_offer,295.6952159023882,107.01462648629565,295.8021581726159,337.1359564462149
payment_failure,insufficient_funds,4624.95,payment_update,payment_update,3147.716998584676,1107.7047357576223,3147.716998584676,3147.716998584676
subscription_failure,authentication_failure,2540.52,personalized_offer,reminder,1509.3555487002993,600.292336992838,1609.6727799242774,1740.502260884972
payment_failure,technical_failure,8176.18,no_action,payment_update,4921.363962615212,3115.3435107297605,6323.06763654197,6664.676781168148
overdue_invoice,technical_failure,574.89,no_action,payment_update,0.0,155.9742728342736,395.4031591838134,455.51021786000393
checkout_abandonment,unknown,163.3,personalized_offer,payment_update,102.20536753371543,35.184680042187196,111.58536379457206,122.68423940673054
payment_failure,expired_card,864.95,payment_update,reminder,573.0278557431151,224.4761212433999,519.9245381418482,573.0278557431151
subscription_failure,expired_card,1064.39,retry,payment_update,691.2214132036584,250.8445552813373,885.2577608970312,885.2577608970312
payment_failure,insufficient_funds,142.56,no_action,personalized_offer,0.0,23.322004594639793,74.78413274049919,81.16318949090405
checkout_abandonment,insufficient_funds,1402.45,payment_update,payment_update,968.126251067064,387.7908594446078,968.126251067064,990.9390477700318
payment_failure,expired_card,1856.16,no_action,payment_update,0.0,636.2327797257713,1181.1877178451834,1181.1877178451834
payment_failure,authentication_failure,3218.04,no_action,payment_update,0.0,767.510997337586,1884.480873701128,1950.264505683558
payment_failure,authentication_failure,2642.24,reminder,reminder,1465.7871143848054,637.6683866103963,1465.7871143848054,1642.6286382932692
checkout_abandonment,unknown,1363.44,no_action,payment_update,541.5562745866087,281.64770610751907,715.1410370236327,772.2569582596959
subscription_failure,unknown,1005.92,retry,reminder,688.8482746164437,336.1461652045066,737.0486382739278,737.0486382739278
payment_failure,insufficient_funds,852.39,payment_update,personalized_offer,-1.0,223.65703659971354,572.0079422902501,597.3461478459593
checkout_abandonment,insufficient_funds,1035.14,payment_update,personalized_offer,710.3001696699921,235.65314110834922,613.250665267027,710.3001696699921
payment_failure,authentication_failure,521.0,retry,payment_update,366.8507757815155,112.25082723391984,350.9196391385321,366.8507757815155
checkout_abandonment,technical_failure,1542.89,payment_update,payment_update,1254.711911895248,476.59739316027924,1254.711911895248,1254.711911895248
payment_failure,bank_decline,946.36,no_action,retry,0.0,275.121834958115,597.7285804511546,677.0431858575575
payment_failure,expired_card,4163.86,retry,payment_update,2707.2337472196373,855.6225523590249,2915.930080769769,2941.287865527158
overdue_invoice,expired_card,490.69,personalized_offer,reminder,328.34078764559376,124.95299210708129,337.28211123484675,345.88995865786904
overdue_invoice,bank_decline,1947.21,no_action,reminder,921.2447929721842,347.51250850500105,1344.5744867789197,1344.5744867789197
payment_failure,technical_failure,1271.47,no_action,payment_update,442.5322094852165,285.2882811179973,643.4891011398095,717.7351655214453
checkout_abandonment,authentication_failure,3500.74,no_action,payment_update,0.0,463.2099116361312,2331.58147142552,2482.9173106834837
payment_failure,technical_failure,1342.5,reminder,reminder,404.04501622634376,255.57387660357318,404.04501622634376,544.4081861625276
payment_failure,bank_decline,1801.48,personalized_offer,reminder,1069.6407143587796,420.122628747155,1155.518920940773,1216.925851468031
payment_failure,technical_failure,750.31,payment_update,retry,493.1987379144668,198.8983421275888,521.8077285747459,521.8077285747459
checkout_abandonment,technical_failure,6810.51,payment_update,personalized_offer,4948.572932133297,2462.4202959651093,4370.241030220666,5155.597952031792
checkout_abandonment,expired_card,788.2,no_action,personalized_offer,0.0,149.33723485527415,412.3067398606309,513.6074102714639
subscription_failure,authentication_failure,755.32,no_action,payment_update,427.1157895929253,182.4258065070669,528.6644957211054,528.6644957211054
payment_failure,technical_failure,13665.78,retry,personalized_offer,9098.523128088327,2769.721093794007,8444.807823577097,9240.145688001088
payment_failure,unknown,893.08,reminder,reminder,731.2353923101477,130.48766027911296,731.2353923101477,731.2353923101477
overdue_invoice,unknown,1117.72,reminder,reminder,841.8951006130567,304.90947128662964,841.8951006130567,841.8951006130567
checkout_abandonment,expired_card,1864.94,payment_update,payment_update,1401.8456369867215,439.2082833576328,1401.8456369867215,1401.8456369867215
checkout_abandonment,unknown,367.82,personalized_offer,reminder,178.9538419080357,77.37817935510601,203.77268845784505,203.77268845784505
payment_failure,insufficient_funds,1877.24,retry,personalized_offer,1335.9418591370677,354.0216400450595,1341.0150744879152,1341.0150744879152
payment_failure,insufficient_funds,2240.46,no_action,reminder,912.6573151053472,152.16174890188177,1325.2168361567994,1325.2168361567994
checkout_abandonment,technical_failure,554.32,retry,payment_update,-2.0,151.6818327745393,428.6277788906609,428.6277788906609
checkout_abandonment,bank_decline,578.31,reminder,reminder,-1.0,128.50322831425885,396.3996485797225,412.26565972756265
subscription_failure,insufficient_funds,7896.07,reminder,personalized_offer,4576.457206263793,2272.927551108657,4062.313789638447,4979.031032805107
payment_failure,insufficient_funds,572.04,no_action,payment_update,0.0,145.70557596779145,332.89250861502614,370.5086100705627
subscription_failure,bank_decline,180.73,retry,reminder,109.45441339137918,33.660059585666254,102.3429555259158,110.25643032654692
checkout_abandonment,insufficient_funds,886.58,no_action,payment_update,0.0,153.2712808773071,693.609425850692,693.609425850692
payment_failure,expired_card,1342.06,no_action,payment_update,0.0,426.11313844042695,1096.077631206966,1096.077631206966
payment_failure,unknown,708.91,reminder,payment_update,480.99643769693,167.67312406824348,494.5694928355927,494.5694928355927
checkout_abandonment,authentication_failure,2126.58,payment_update,payment_update,1521.4149649155806,650.9136628298431,1521.4149649155806,1551.8045524013485
overdue_invoice,authentication_failure,823.62,retry,payment_update,459.7666646867443,230.83952721956584,478.161671241385,543.9127277900778
overdue_invoice,insufficient_funds,2513.85,retry,payment_update,-2.0,689.0819041576019,1604.3631698704062,1843.7140594429968
checkout_abandonment,technical_failure,7529.03,reminder,personalized_offer,3450.328175770064,1561.7702535183416,3497.3990161383053,3699.4772563288975
subscription_failure,insufficient_funds,1125.21,no_action,payment_update,0.0,355.01494611880753,715.4013251015631,715.4013251015631
overdue_invoice,expired_card,652.29,reminder,personalized_offer,406.1544628894541,171.65115604715152,436.2237641143341,479.78987372696616
subscription_failure,expired_card,3222.97,retry,payment_update,2328.954329762247,954.9849747042964,2541.6951243259764,2541.6951243259764
